;ProbandId;BlockId;TrialNumber;TrialId;Condition;ConditionId;Visual;Tactile;ResultLayerCorrect;ResultLayerDifference;ResultLayerDifference_Abs;ResultLayerDifference_Proz;ResultNumberCorrect;ResultNumberDifference;TrialDurationS;LayerChangeCount;ShowNumberCount;ShowNumberDiff;ShowNumberDurationMS;CenterDurationMS;SumCorrect;BothCorrect;NoneCorrect;OneCorrect
50;2;2;42;0;Visual Feedback;2;1;0;1;0;0;0.0;1;0;45.543000000000006;18;11;7;1861.6363636363637;1676.7272727272725;2;1;0;0
51;2;2;43;1;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.486;14;8;6;786.0;1892.75;2;1;0;0
52;2;2;44;2;Visual Feedback;2;1;0;1;0;0;0.0;1;0;20.038;12;7;5;1061.7142857142856;1329.9999999999998;2;1;0;0
53;2;2;45;3;Visual Feedback;2;1;0;0;-1;1;0.14285714285714285;1;0;33.918;18;11;7;1274.0;1297.8181818181818;1;0;0;1
54;2;2;46;4;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.826;11;7;4;939.2857142857143;1592.0;2;1;0;0
55;2;2;47;5;Visual Feedback;2;1;0;1;0;0;0.0;0;2;21.158;19;7;12;953.4285714285716;1193.5714285714287;1;0;0;1
56;2;2;48;6;Visual Feedback;2;1;0;1;0;0;0.0;1;0;21.329;13;7;6;1358.142857142857;1310.0;2;1;0;0
57;2;2;49;7;Visual Feedback;2;1;0;1;0;0;0.0;1;0;19.935;13;7;6;1114.7142857142858;1136.7142857142858;2;1;0;0
58;2;2;50;8;Visual Feedback;2;1;0;1;0;0;0.0;1;0;27.574;14;9;5;1434.7777777777776;1141.333333333333;2;1;0;0
59;2;2;51;9;Visual Feedback;2;1;0;1;0;0;0.0;1;0;23.172;14;7;7;1132.0;1670.428571428571;2;1;0;0
60;2;2;52;10;Visual Feedback;2;1;0;1;0;0;0.0;1;0;23.863000000000003;18;8;10;1100.875;1089.375;2;1;0;0
61;2;2;53;11;Visual Feedback;2;1;0;1;0;0;0.0;1;0;34.483000000000004;23;12;11;1095.583333333333;1153.1666666666667;2;1;0;0
62;2;2;54;12;Visual Feedback;2;1;0;1;0;0;0.0;1;0;17.544;12;7;5;942.857142857143;1052.5714285714287;2;1;0;0
63;2;2;55;13;Visual Feedback;2;1;0;1;0;0;0.0;1;0;19.718;14;7;7;1227.857142857143;1128.0;2;1;0;0
64;2;2;56;14;Visual Feedback;2;1;0;1;0;0;0.0;1;0;20.176;13;7;6;1112.0;1295.2857142857144;2;1;0;0
65;2;2;57;15;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.17;12;7;5;1461.0;1412.7142857142856;2;1;0;0
66;2;2;58;16;Visual Feedback;2;1;0;1;0;0;0.0;1;0;21.97;13;7;6;1401.5714285714284;1065.0;2;1;0;0
67;2;2;59;17;Visual Feedback;2;1;0;1;0;0;0.0;1;0;24.391;14;7;7;1080.5714285714284;1893.2857142857144;2;1;0;0
68;2;2;60;18;Visual Feedback;2;1;0;0;-1;1;0.14285714285714285;1;0;50.053;19;12;7;1946.2500000000002;1487.416666666667;1;0;0;1
69;2;2;61;19;Visual Feedback;2;1;0;1;0;0;0.0;1;0;25.662000000000003;14;8;6;1324.4999999999998;1834.5000000000002;2;1;0;0
70;2;2;62;20;Visual Feedback;2;1;0;1;0;0;0.0;1;0;20.27;11;7;4;1058.5714285714284;1241.8571428571427;2;1;0;0
71;2;3;63;0;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;29.450000000000003;14;7;7;1021.2857142857143;1624.2857142857142;2;1;0;0
72;2;3;64;1;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;23.837;12;8;4;757.875;1621.5000000000002;2;1;0;0
73;2;3;65;2;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;23.652;13;7;6;1491.4285714285713;1078.5714285714287;2;1;0;0
74;2;3;66;3;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;26.468;17;7;10;1270.4285714285713;1164.0;2;1;0;0
75;2;3;67;4;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;39.508;34;9;25;795.0;1189.0;2;1;0;0
76;2;3;68;5;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;29.204;20;7;13;815.7142857142858;1334.9999999999998;2;1;0;0
77;2;3;69;6;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;45.088;23;9;14;1106.5555555555554;1318.3333333333335;2;1;0;0
78;2;3;70;7;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;32.489000000000004;22;9;13;961.5555555555558;1021.5555555555555;2;1;0;0
79;2;3;71;8;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;27.737;16;7;9;949.8571428571429;1081.5714285714287;2;1;0;0
80;2;3;72;9;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;27.443;14;7;7;1132.857142857143;1254.1428571428573;2;1;0;0
81;2;3;73;10;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;22.128;14;8;6;738.75;1212.3750000000002;2;1;0;0
82;2;3;74;11;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;44.781000000000006;28;9;19;1400.3333333333335;1518.3333333333335;2;1;0;0
83;2;3;75;12;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;30.901000000000003;18;7;11;1140.7142857142856;1492.8571428571427;2;1;0;0
84;2;3;76;13;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;30.729000000000003;18;7;11;1329.1428571428573;1298.142857142857;2;1;0;0
85;2;3;77;14;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;23.743;12;7;5;1777.571428571429;1185.142857142857;2;1;0;0
86;2;3;78;15;Tactile Feedback;1;0;1;0;-1;1;0.14285714285714285;1;0;33.963;24;10;14;1556.8000000000002;1047.4999999999998;1;0;0;1
87;2;3;79;16;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;32.025;23;8;15;1111.625;1546.125;2;1;0;0
88;2;3;80;17;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;23.81;13;7;6;1194.0000000000002;1472.142857142857;2;1;0;0
89;2;3;81;18;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;54.798;32;10;22;1358.6000000000001;1393.6000000000001;2;1;0;0
90;2;3;82;19;Tactile Feedback;1;0;1;0;2;2;0.2857142857142857;0;-10;20.359;12;8;4;768.25;1425.875;0;0;1;0
91;2;3;83;20;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;44.182;31;9;22;824.7777777777778;1200.4444444444443;2;1;0;0
100;4;0;0;0;Combined Feedback;3;1;1;1;0;0;0.0;1;0;45.580000000000005;14;10;4;1186.9;2064.4;2;1;0;0
101;4;0;1;1;Combined Feedback;3;1;1;1;0;0;0.0;1;0;53.655;18;15;3;1211.5333333333333;2031.9333333333334;2;1;0;0
102;4;0;2;2;Combined Feedback;3;1;1;1;0;0;0.0;1;0;44.742;14;12;2;1204.75;2459.75;2;1;0;0
103;4;0;3;3;Combined Feedback;3;1;1;1;0;0;0.0;1;0;42.88;14;13;1;995.6153846153845;1837.384615384615;2;1;0;0
104;4;0;4;4;Combined Feedback;3;1;1;1;0;0;0.0;1;0;41.002;14;11;3;1495.909090909091;2077.4545454545455;2;1;0;0
105;4;0;5;5;Combined Feedback;3;1;1;1;0;0;0.0;1;0;34.113;14;10;4;1188.8999999999999;1630.0000000000002;2;1;0;0
106;4;0;6;6;Combined Feedback;3;1;1;1;0;0;0.0;1;0;28.345;14;8;6;1509.3750000000002;1223.5;2;1;0;0
107;4;0;7;7;Combined Feedback;3;1;1;1;0;0;0.0;1;0;38.195;14;11;3;1115.9999999999998;1380.4545454545453;2;1;0;0
108;4;0;8;8;Combined Feedback;3;1;1;1;0;0;0.0;1;0;26.207;14;8;6;1244.7499999999998;1157.7500000000002;2;1;0;0
109;4;0;9;9;Combined Feedback;3;1;1;1;0;0;0.0;1;0;23.879;13;8;5;1194.8750000000002;1649.75;2;1;0;0
110;4;0;10;10;Combined Feedback;3;1;1;1;0;0;0.0;1;0;31.456000000000003;14;9;5;983.6666666666667;1104.6666666666665;2;1;0;0
111;4;0;11;11;Combined Feedback;3;1;1;1;0;0;0.0;1;0;29.935;14;10;4;975.7999999999998;1144.9000000000003;2;1;0;0
112;4;0;12;12;Combined Feedback;3;1;1;1;0;0;0.0;1;0;40.066;14;11;3;1188.2727272727273;1333.1818181818182;2;1;0;0
113;4;0;13;13;Combined Feedback;3;1;1;1;0;0;0.0;1;0;30.630000000000003;18;9;9;1148.6666666666667;1328.888888888889;2;1;0;0
114;4;0;14;14;Combined Feedback;3;1;1;1;0;0;0.0;1;0;24.573;14;9;5;1263.888888888889;1447.5555555555557;2;1;0;0
115;4;0;15;15;Combined Feedback;3;1;1;1;0;0;0.0;1;0;29.428;18;9;9;1176.2222222222222;1103.111111111111;2;1;0;0
116;4;0;16;16;Combined Feedback;3;1;1;1;0;0;0.0;1;0;24.377;14;7;7;1561.0;1163.0000000000002;2;1;0;0
117;4;0;17;17;Combined Feedback;3;1;1;1;0;0;0.0;1;0;25.842;14;8;6;1313.6250000000002;1220.375;2;1;0;0
118;4;0;18;18;Combined Feedback;3;1;1;1;0;0;0.0;1;0;25.059;14;9;5;1038.1111111111113;1192.4444444444446;2;1;0;0
119;4;0;19;19;Combined Feedback;3;1;1;1;0;0;0.0;1;0;28.679;14;8;6;1369.375;1242.6250000000002;2;1;0;0
120;4;0;20;20;Combined Feedback;3;1;1;1;0;0;0.0;1;0;35.207;18;10;8;1202.8;2097.5;2;1;0;0
121;4;1;21;0;Visual Feedback;2;1;0;1;0;0;0.0;1;0;29.455;14;8;6;1381.0;1542.7500000000002;2;1;0;0
122;4;1;22;1;Visual Feedback;2;1;0;1;0;0;0.0;1;0;26.527;16;8;8;1058.125;1299.5;2;1;0;0
123;4;1;23;2;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.994;13;7;6;1213.8571428571427;1332.5714285714284;2;1;0;0
124;4;1;24;3;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.079;13;8;5;922.375;1550.0;2;1;0;0
125;4;1;25;4;Visual Feedback;2;1;0;1;0;0;0.0;1;0;27.338;14;8;6;1197.5;1255.25;2;1;0;0
126;4;1;26;5;Visual Feedback;2;1;0;1;0;0;0.0;1;0;18.754;13;7;6;906.7142857142858;1207.7142857142858;2;1;0;0
127;4;1;27;6;Visual Feedback;2;1;0;1;0;0;0.0;1;0;18.731;13;7;6;946.7142857142859;1007.2857142857143;2;1;0;0
128;4;1;28;7;Visual Feedback;2;1;0;1;0;0;0.0;1;0;25.102;13;9;4;830.2222222222223;1334.5555555555557;2;1;0;0
129;4;1;29;8;Visual Feedback;2;1;0;1;0;0;0.0;1;0;25.507;18;8;10;1019.5000000000001;1079.3750000000002;2;1;0;0
130;4;1;30;9;Visual Feedback;2;1;0;1;0;0;0.0;1;0;19.631;14;7;7;1177.8571428571427;896.5714285714288;2;1;0;0
131;4;1;31;10;Visual Feedback;2;1;0;1;0;0;0.0;1;0;26.624;15;9;6;937.4444444444445;1252.4444444444448;2;1;0;0
132;4;1;32;11;Visual Feedback;2;1;0;1;0;0;0.0;1;0;23.579;16;8;8;878.375;1154.875;2;1;0;0
133;4;1;33;12;Visual Feedback;2;1;0;1;0;0;0.0;1;0;30.360000000000003;14;8;6;1134.125;1593.25;2;1;0;0
134;4;1;34;13;Visual Feedback;2;1;0;1;0;0;0.0;1;0;20.012;13;7;6;1274.8571428571431;947.0000000000001;2;1;0;0
135;4;1;35;14;Visual Feedback;2;1;0;1;0;0;0.0;1;0;28.977;13;8;5;1282.6250000000002;1241.4999999999998;2;1;0;0
136;4;1;36;15;Visual Feedback;2;1;0;1;0;0;0.0;1;0;28.808000000000003;13;8;5;1708.8750000000002;1169.375;2;1;0;0
137;4;1;37;16;Visual Feedback;2;1;0;1;0;0;0.0;1;0;50.568000000000005;30;15;15;929.7333333333335;1920.7333333333333;2;1;0;0
138;4;1;38;17;Visual Feedback;2;1;0;1;0;0;0.0;1;0;28.202;20;9;11;1014.3333333333335;1240.777777777778;2;1;0;0
139;4;1;39;18;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.273;14;7;7;1320.857142857143;1154.7142857142858;2;1;0;0
140;4;1;40;19;Visual Feedback;2;1;0;1;0;0;0.0;1;0;29.055000000000003;14;9;5;1165.888888888889;1652.9999999999998;2;1;0;0
141;4;1;41;20;Visual Feedback;2;1;0;1;0;0;0.0;1;0;29.309;14;9;5;1038.6666666666667;1326.3333333333333;2;1;0;0
142;4;2;42;0;No Feedback;0;0;0;1;0;0;0.0;1;0;34.385000000000005;15;9;6;1048.4444444444446;1640.1111111111113;2;1;0;0
143;4;2;43;1;No Feedback;0;0;0;1;0;0;0.0;1;0;25.033;13;7;6;1045.142857142857;1584.4285714285716;2;1;0;0
144;4;2;44;2;No Feedback;0;0;0;1;0;0;0.0;1;0;34.359;16;8;8;1071.5;1447.5;2;1;0;0
145;4;2;45;3;No Feedback;0;0;0;1;0;0;0.0;1;0;38.298;24;11;13;681.8181818181818;1657.6363636363635;2;1;0;0
146;4;2;46;4;No Feedback;0;0;0;1;0;0;0.0;1;0;28.871;18;8;10;936.375;1306.375;2;1;0;0
147;4;2;47;5;No Feedback;0;0;0;1;0;0;0.0;1;0;28.933000000000003;15;8;7;778.1250000000001;1265.125;2;1;0;0
148;4;2;48;6;No Feedback;0;0;0;1;0;0;0.0;1;0;26.180000000000003;18;8;10;768.125;1121.25;2;1;0;0
149;4;2;49;7;No Feedback;0;0;0;1;0;0;0.0;1;0;47.837;22;14;8;693.2857142857143;1662.7857142857147;2;1;0;0
150;4;2;50;8;No Feedback;0;0;0;1;0;0;0.0;1;0;27.009;13;9;4;656.0000000000001;1273.4444444444446;2;1;0;0
151;4;2;51;9;No Feedback;0;0;0;1;0;0;0.0;1;0;32.202000000000005;22;7;15;745.5714285714288;1191.7142857142856;2;1;0;0
152;4;2;52;10;No Feedback;0;0;0;1;0;0;0.0;1;0;38.088;17;10;7;846.1;1435.9;2;1;0;0
153;4;2;53;11;No Feedback;0;0;0;1;0;0;0.0;1;0;29.147;14;8;6;811.7499999999999;1412.75;2;1;0;0
154;4;2;54;12;No Feedback;0;0;0;1;0;0;0.0;1;0;38.118;24;9;15;510.3333333333333;1360.4444444444446;2;1;0;0
155;4;2;55;13;No Feedback;0;0;0;1;0;0;0.0;1;0;30.524;20;9;11;748.5555555555554;1386.8888888888891;2;1;0;0
156;4;2;56;14;No Feedback;0;0;0;1;0;0;0.0;1;0;28.309;11;7;4;1349.4285714285713;1782.5714285714284;2;1;0;0
157;4;2;57;15;No Feedback;0;0;0;1;0;0;0.0;1;0;21.719;14;7;7;823.7142857142857;1252.5714285714287;2;1;0;0
158;4;2;58;16;No Feedback;0;0;0;1;0;0;0.0;1;0;36.188;22;8;14;709.5;1450.5000000000002;2;1;0;0
159;4;2;59;17;No Feedback;0;0;0;1;0;0;0.0;1;0;28.986;18;7;11;765.0;1431.714285714286;2;1;0;0
160;4;2;60;18;No Feedback;0;0;0;1;0;0;0.0;1;0;28.148000000000003;14;7;7;1023.0000000000001;1734.5714285714284;2;1;0;0
161;4;2;61;19;No Feedback;0;0;0;1;0;0;0.0;1;0;46.951;30;10;20;650.2000000000002;1215.1000000000001;2;1;0;0
162;4;2;62;20;No Feedback;0;0;0;1;0;0;0.0;1;0;28.537000000000003;14;7;7;1048.142857142857;1959.0000000000002;2;1;0;0
163;4;3;63;0;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;26.770000000000003;18;8;10;926.25;1126.75;2;1;0;0
164;4;3;64;1;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;19.847;13;7;6;880.1428571428572;1142.4285714285713;2;1;0;0
165;4;3;65;2;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;40.535;30;9;21;650.4444444444445;1039.6666666666667;2;1;0;0
166;4;3;66;3;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;69.818;45;14;31;1002.7857142857142;1662.3571428571427;2;1;0;0
167;4;3;67;4;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;86.59;45;17;28;907.7058823529412;1283.5882352941178;2;1;0;0
168;4;3;68;5;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;33.080000000000005;16;8;8;1044.7499999999998;1892.75;2;1;0;0
169;4;3;69;6;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;41.656000000000006;16;11;5;990.2727272727273;1740.6363636363637;2;1;0;0
170;4;3;70;7;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;30.209000000000003;13;9;4;1132.888888888889;1286.888888888889;2;1;0;0
171;4;3;71;8;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;32.494;18;8;10;983.6250000000001;1186.25;2;1;0;0
172;4;3;72;9;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;23.848000000000003;13;7;6;1253.0;1345.2857142857144;2;1;0;0
173;4;3;73;10;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;46.566;29;7;22;1036.2857142857142;1441.857142857143;2;1;0;0
174;4;3;74;11;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;48.563;18;10;8;845.0999999999998;2659.2000000000003;2;1;0;0
175;4;3;75;12;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;38.0;14;10;4;941.4000000000001;1997.9;2;1;0;0
176;4;3;76;13;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;22.461;13;7;6;1043.5714285714287;1298.857142857143;2;1;0;0
177;4;3;77;14;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;36.307;20;8;12;1091.75;1109.1250000000002;2;1;0;0
178;4;3;78;15;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;35.281;17;9;8;940.5555555555555;1448.6666666666667;2;1;0;0
179;4;3;79;16;Tactile Feedback;1;0;1;1;0;0;0.0;0;-2;21.257;13;7;6;991.8571428571428;1181.1428571428573;1;0;0;1
180;4;3;80;17;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;53.545;28;11;17;1004.3636363636364;1556.727272727273;2;1;0;0
181;4;3;81;18;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;25.659;16;7;9;1072.8571428571427;1402.1428571428573;2;1;0;0
182;4;3;82;19;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;24.758000000000003;17;8;9;883.1249999999999;1071.5000000000002;2;1;0;0
183;4;3;83;20;Tactile Feedback;1;0;1;1;0;0;0.0;1;0;22.781;16;8;8;781.875;1034.6250000000002;2;1;0;0
192;5;0;0;0;Visual Feedback;2;1;0;1;0;0;0.0;1;0;44.744;18;10;8;813.7;2235.9;2;1;0;0
193;5;0;1;1;Visual Feedback;2;1;0;1;0;0;0.0;1;0;33.318000000000005;13;9;4;767.1111111111112;1990.777777777778;2;1;0;0
194;5;0;2;2;Visual Feedback;2;1;0;1;0;0;0.0;1;0;70.694;29;15;14;1091.3999999999999;1799.9999999999998;2;1;0;0
195;5;0;3;3;Visual Feedback;2;1;0;1;0;0;0.0;1;0;27.239;13;8;5;669.5000000000001;1436.125;2;1;0;0
196;5;0;4;4;Visual Feedback;2;1;0;1;0;0;0.0;1;0;32.673;16;8;8;779.6250000000001;2204.0;2;1;0;0
197;5;0;5;5;Visual Feedback;2;1;0;1;0;0;0.0;1;0;42.606;22;13;9;634.0000000000001;1418.4615384615386;2;1;0;0
198;5;0;6;6;Visual Feedback;2;1;0;1;0;0;0.0;1;0;46.202000000000005;23;9;14;870.888888888889;1807.7777777777776;2;1;0;0
199;5;0;7;7;Visual Feedback;2;1;0;1;0;0;0.0;1;0;27.993;10;7;3;1424.142857142857;1541.4285714285716;2;1;0;0
200;5;0;8;8;Visual Feedback;2;1;0;1;0;0;0.0;1;0;30.524;11;8;3;692.0000000000001;1856.375;2;1;0;0
201;5;0;9;9;Visual Feedback;2;1;0;1;0;0;0.0;0;2;25.587000000000003;14;7;7;665.5714285714286;1191.0;1;0;0;1
202;5;0;10;10;Visual Feedback;2;1;0;1;0;0;0.0;1;0;25.934;16;7;9;380.1428571428572;1327.857142857143;2;1;0;0
203;5;0;11;11;Visual Feedback;2;1;0;0;3;3;0.42857142857142855;0;-5;56.185;22;16;6;723.375;1662.3125000000002;0;0;1;0
204;5;0;12;12;Visual Feedback;2;1;0;0;1;1;0.14285714285714285;1;0;40.254000000000005;14;10;4;1019.6999999999998;1579.7000000000003;1;0;0;1
205;5;0;13;13;Visual Feedback;2;1;0;1;0;0;0.0;1;0;36.708000000000006;15;12;3;767.4166666666666;2070.9999999999995;2;1;0;0
206;5;0;14;14;Visual Feedback;2;1;0;1;0;0;0.0;1;0;30.378000000000004;14;8;6;722.625;1601.0000000000002;2;1;0;0
207;5;0;15;15;Visual Feedback;2;1;0;1;0;0;0.0;1;0;48.934000000000005;25;14;11;512.357142857143;1862.5714285714282;2;1;0;0
208;5;0;16;16;Visual Feedback;2;1;0;1;0;0;0.0;1;0;31.902;12;11;1;546.9999999999999;1774.5454545454545;2;1;0;0
209;5;0;17;17;Visual Feedback;2;1;0;1;0;0;0.0;0;2;25.387;13;6;7;1111.5000000000002;1517.3333333333333;1;0;0;1
210;5;0;18;18;Visual Feedback;2;1;0;1;0;0;0.0;1;0;27.591;10;7;3;859.0000000000001;1319.5714285714287;2;1;0;0
211;5;0;19;19;Visual Feedback;2;1;0;1;0;0;0.0;1;0;22.364;10;7;3;429.1428571428572;1354.8571428571424;2;1;0;0
