;ProbandId;ConditionId;Condition;Visual;Tactile;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS
19;7;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;53.072;65.037;47.458000000000006;55.722;47.952000000000005;36.839000000000006;48.507000000000005;56.572;41.065000000000005;27.496;33.547000000000004;41.126000000000005;38.260000000000005;48.727;62.595000000000006;33.672000000000004;37.012;29.83;31.142000000000003;35.398;28.722;16.0;24.0;14.0;14.0;13.0;13.0;18.0;26.0;12.0;13.0;16.0;16.0;14.0;14.0;25.0;12.0;16.0;12.0;12.0;18.0;12.0;12.0;10.0;8.0;15.0;9.0;8.0;10.0;16.0;7.0;11.0;10.0;11.0;7.0;10.0;17.0;8.0;9.0;8.0;8.0;8.0;8.0;2402.5000000000005;3821.7;3368.000000000001;1657.9333333333334;2875.6666666666665;2566.375;2383.1000000000004;1527.3750000000002;3056.428571428572;1312.909090909091;1464.3999999999999;1947.0;2859.857142857142;2479.1;1576.8823529411764;2160.0;1689.6666666666667;1907.25;2046.5;1981.25;1774.2499999999998;1570.2499999999998;1296.1000000000001;1741.875;2035.2000000000005;1547.8888888888891;1449.125;1601.0000000000002;2043.9374999999998;1670.5714285714284;1425.7272727272727;1305.4999999999998;1280.2727272727273;1921.0;1519.1000000000001;1652.5294117647059;1399.2499999999998;1910.7777777777776;1289.625;1363.375;1664.625;1196.7500000000002
20;8;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.224;41.043;35.934000000000005;32.832;29.544;47.673;45.988;23.641;22.379;20.837;47.239;99.758;25.749;22.456000000000003;16.611;28.308000000000003;25.521;44.900000000000006;20.419;33.907000000000004;26.224;11.0;17.0;13.0;14.0;17.0;17.0;30.0;20.0;12.0;11.0;17.0;50.0;18.0;12.0;13.0;18.0;17.0;33.0;13.0;27.0;13.0;8.0;11.0;11.0;11.0;8.0;13.0;14.0;7.0;8.0;7.0;12.0;28.0;8.0;7.0;7.0;9.0;8.0;11.0;7.0;10.0;11.0;848.5;1072.7272727272727;1293.2727272727273;1067.2727272727275;787.25;1080.4615384615386;983.4285714285713;969.5714285714289;908.5;1287.2857142857144;1166.5;972.8928571428573;919.875;1062.2857142857142;865.7142857142858;1092.2222222222224;955.25;922.4545454545455;942.0;712.0000000000001;686.6363636363636;1129.6249999999998;1922.4545454545457;1547.3636363636365;1382.9090909090908;1515.25;2352.4615384615386;1541.8571428571431;1196.4285714285713;1807.125;1158.0;1710.1666666666667;1755.8928571428567;1288.5;1399.5714285714287;1032.4285714285716;1317.2222222222226;1138.3750000000002;1434.3636363636365;1366.5714285714287;1664.1;1223.5454545454545
21;8;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.954;38.785;27.974;32.197;76.99600000000001;32.375;22.859;33.435;44.577000000000005;30.012;30.147;41.745000000000005;30.127;40.301;40.023;63.585;35.209;36.72;26.432;48.817;31.256;21.0;17.0;19.0;17.0;50.0;25.0;14.0;29.0;33.0;28.0;21.0;35.0;27.0;22.0;33.0;52.0;19.0;25.0;17.0;40.0;13.0;8.0;8.0;7.0;7.0;16.0;8.0;7.0;9.0;9.0;9.0;9.0;9.0;8.0;11.0;9.0;15.0;7.0;9.0;8.0;10.0;9.0;913.2500000000001;1220.7499999999998;732.2857142857143;1020.1428571428572;742.875;647.0;476.8571428571429;584.8888888888889;817.0000000000001;368.6666666666667;611.3333333333334;512.3333333333334;267.875;616.6363636363635;352.22222222222223;327.99999999999994;707.0;563.7777777777777;664.875;489.70000000000005;642.2222222222223;1577.7500000000002;2010.625;1890.8571428571431;1859.4285714285713;1407.5625000000002;1234.25;1748.1428571428573;1077.4444444444443;1548.1111111111113;1481.0;1643.777777777778;1369.2222222222222;1025.875;1521.8181818181818;1302.7777777777778;1271.7333333333333;1598.2857142857142;1233.3333333333335;1512.2499999999998;1579.4;2091.2222222222226
22;8;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.594;99.544;40.174;43.462;56.952000000000005;37.42;69.751;73.328;43.691;32.584;50.898;35.445;30.024;63.085;22.308;42.875;60.699000000000005;73.601;69.962;34.578;31.766;34.0;71.0;22.0;40.0;49.0;18.0;45.0;54.0;29.0;21.0;33.0;32.0;19.0;54.0;13.0;35.0;49.0;65.0;46.0;27.0;22.0;12.0;22.0;10.0;11.0;16.0;10.0;13.0;11.0;10.0;9.0;10.0;9.0;8.0;18.0;7.0;10.0;13.0;16.0;18.0;7.0;9.0;275.83333333333337;773.1363636363639;852.0999999999999;802.4545454545454;904.875;1094.7;575.8461538461538;800.0;993.6;1178.888888888889;1352.3;931.2222222222223;1120.125;856.5;1221.5714285714284;829.2000000000002;757.5384615384617;892.9375;694.7222222222222;1274.5714285714287;848.3333333333334;1279.5833333333335;1426.4545454545455;1816.6;1921.0;1482.1875;1913.4999999999998;1553.2307692307695;2542.6363636363635;1709.1000000000001;1137.2222222222224;1668.2;1143.7777777777778;1509.375;1221.222222222222;1479.7142857142858;1010.5;1644.3076923076917;1301.9999999999998;1811.8888888888891;1125.7142857142858;1974.4444444444448
23;8;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.815000000000005;45.936;30.808000000000003;52.675;52.45;27.095;23.882;38.231;27.377;27.699;28.944000000000003;46.455000000000005;57.848000000000006;29.146;24.471;36.424;28.521;21.283;26.829;26.014000000000003;21.895000000000003;25.0;29.0;18.0;30.0;34.0;16.0;14.0;24.0;18.0;14.0;15.0;26.0;35.0;16.0;12.0;14.0;24.0;12.0;16.0;18.0;14.0;15.0;11.0;8.0;13.0;12.0;9.0;7.0;16.0;9.0;8.0;10.0;11.0;18.0;8.0;8.0;13.0;9.0;8.0;8.0;9.0;7.0;1674.4000000000005;1384.3636363636367;1155.25;1375.0769230769235;999.6666666666667;1039.2222222222224;1006.0000000000002;766.0624999999999;717.5555555555557;1330.7499999999998;635.8000000000001;1349.2727272727275;990.0;1142.6250000000002;896.625;786.2307692307694;929.2222222222222;1083.5000000000002;1143.25;978.2222222222222;940.7142857142858;1755.9333333333336;1690.1818181818185;1596.4999999999998;1322.6923076923076;1610.9166666666665;1550.3333333333335;1622.142857142857;1628.3750000000002;1306.9999999999998;1602.1250000000002;1739.6;1745.909090909091;1484.9444444444443;1877.25;1832.5000000000002;1970.8461538461538;1580.3333333333335;1517.875;1605.6250000000002;1178.5555555555557;1401.571428571429
24;9;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;85.461;60.13;40.565000000000005;40.826;38.964000000000006;33.359;51.795;29.341;26.72;37.309000000000005;31.471000000000004;25.218;37.367;44.769000000000005;32.787;29.669;33.668;34.577000000000005;30.783;38.748000000000005;33.079;19.0;24.0;16.0;15.0;18.0;11.0;22.0;11.0;12.0;16.0;13.0;11.0;11.0;19.0;11.0;10.0;10.0;11.0;11.0;17.0;10.0;14.0;13.0;7.0;9.0;7.0;8.0;12.0;8.0;7.0;9.0;9.0;7.0;9.0;11.0;7.0;8.0;7.0;8.0;8.0;9.0;7.0;1693.0;997.5384615384617;2218.8571428571427;1637.6666666666667;1520.2857142857144;601.125;1177.1666666666667;934.75;546.4285714285714;1335.8888888888887;828.1111111111112;918.142857142857;885.7777777777779;1216.6363636363635;1901.4285714285718;1082.125;1710.0000000000002;1541.7500000000002;804.7500000000001;685.3333333333335;1622.4285714285713;4532.142857142858;1955.6923076923078;1846.1428571428573;1720.0;1843.142857142857;1762.2500000000002;1646.1666666666667;1761.75;1344.1428571428573;1324.5555555555554;1677.777777777778;1156.0;2272.8888888888887;1201.8181818181818;1647.4285714285713;1551.25;1551.4285714285716;1587.875;1801.875;1891.5555555555557;1521.7142857142856
25;9;0;No Feedback;0;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.774;32.366;28.344;56.124;31.046000000000003;45.184000000000005;39.165;32.080000000000005;41.136;34.882000000000005;29.692;31.888;29.773000000000003;32.156;38.596;23.363000000000003;31.441000000000003;27.751;33.432;26.284;26.253;10.0;12.0;11.0;24.0;10.0;14.0;19.0;11.0;13.0;11.0;11.0;13.0;11.0;11.0;13.0;11.0;10.0;12.0;15.0;10.0;10.0;7.0;9.0;9.0;10.0;7.0;11.0;7.0;9.0;8.0;7.0;7.0;7.0;7.0;7.0;8.0;7.0;7.0;7.0;9.0;7.0;7.0;1296.4285714285716;897.7777777777778;496.66666666666674;1245.3000000000002;542.4285714285714;653.2727272727274;1073.2857142857142;991.8888888888888;1531.0;1533.8571428571427;1105.5714285714287;976.0;1191.0;1268.1428571428573;1339.75;469.42857142857144;1367.8571428571431;1162.142857142857;805.0;850.1428571428572;1020.2857142857142;1616.857142857143;1612.4444444444446;1616.2222222222224;1421.7;1686.857142857143;1634.0909090909092;1323.2857142857142;1907.6666666666665;1841.1250000000002;1641.2857142857144;1485.4285714285716;1430.2857142857144;1431.142857142857;1741.8571428571427;1934.5;1001.5714285714286;1721.0;1459.0;1615.111111111111;1516.857142857143;1278.142857142857
26;9;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.134;34.095;40.674;31.243;32.939;22.179;21.138;28.557;21.721;24.036;24.688;29.39;24.476000000000003;26.290000000000003;29.235000000000003;22.165000000000003;45.499;43.677;35.938;29.003;29.571;10.0;11.0;20.0;11.0;15.0;10.0;11.0;11.0;10.0;12.0;11.0;12.0;11.0;13.0;11.0;11.0;20.0;17.0;16.0;14.0;11.0;7.0;7.0;10.0;7.0;8.0;7.0;7.0;7.0;7.0;7.0;7.0;8.0;8.0;7.0;8.0;6.0;12.0;7.0;7.0;9.0;8.0;1552.0;971.1428571428572;461.7;1389.4285714285713;694.625;632.1428571428571;347.8571428571429;964.2857142857143;373.71428571428567;520.0000000000001;379.4285714285714;432.37500000000006;436.875;481.7142857142857;617.0;399.8333333333333;310.5;1284.0;1279.0000000000002;315.11111111111114;960.625;1840.857142857143;1705.857142857143;1540.6;1411.4285714285716;1358.875;1237.4285714285716;1204.571428571429;1344.857142857143;1239.5714285714284;1353.8571428571427;1198.0000000000002;2027.3750000000002;1476.0;1493.5714285714284;1474.75;1191.1666666666667;1307.8333333333333;1326.1428571428573;1719.5714285714287;1407.4444444444448;1948.625
27;9;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39.339000000000006;32.987;31.785000000000004;32.847;26.681;29.483;25.985000000000003;30.459000000000003;34.989000000000004;35.167;27.450000000000003;51.865;27.167;51.282;29.486;28.751;43.502;26.367;39.746;29.376;23.967;11.0;11.0;14.0;13.0;10.0;10.0;10.0;15.0;15.0;13.0;13.0;32.0;11.0;23.0;12.0;11.0;15.0;11.0;18.0;14.0;10.0;8.0;7.0;9.0;7.0;7.0;8.0;7.0;7.0;7.0;8.0;9.0;9.0;7.0;8.0;9.0;7.0;10.0;7.0;10.0;6.0;7.0;1174.625;1442.5714285714287;599.8888888888889;1094.857142857143;786.857142857143;980.6250000000001;775.1428571428572;828.5714285714287;643.5714285714286;1055.25;539.888888888889;946.1111111111111;814.2857142857143;1659.0000000000002;860.0;659.142857142857;1058.3;749.2857142857143;599.2;910.3333333333334;514.4285714285714;2350.625;1841.5714285714287;1353.0;1501.857142857143;1428.2857142857142;1609.875;1414.5714285714284;1475.4285714285713;1558.2857142857144;1783.2499999999998;1429.5555555555559;1635.5555555555554;1375.857142857143;1599.8750000000002;1838.0;1387.1428571428573;1971.5000000000002;1195.5714285714284;1540.1999999999998;1200.8333333333335;1297.4285714285716
28;10;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.588;15.39;21.289;27.102;21.848000000000003;22.891;19.074;18.003;17.881;20.46;19.074;25.924000000000003;19.581;30.666;33.024;21.124;25.46;20.344;25.338;26.9;22.633000000000003;13.0;13.0;13.0;20.0;12.0;14.0;14.0;13.0;13.0;13.0;13.0;19.0;13.0;25.0;14.0;13.0;18.0;12.0;20.0;14.0;19.0;8.0;8.0;7.0;8.0;8.0;8.0;8.0;7.0;7.0;8.0;7.0;10.0;8.0;9.0;9.0;8.0;9.0;7.0;9.0;8.0;8.0;1074.125;611.0;1301.8571428571431;948.875;988.5;1093.6249999999998;978.75;927.4285714285713;914.4285714285713;978.625;966.7142857142857;771.5;907.1250000000001;808.8888888888889;881.3333333333334;926.7500000000001;878.7777777777778;827.1428571428573;919.6666666666666;905.5000000000001;891.3749999999999;1167.5000000000002;927.8750000000001;1372.857142857143;1349.5000000000002;1743.3750000000002;1391.375;1044.375;1120.7142857142856;1090.5714285714284;1341.6249999999998;1295.5714285714287;1114.8000000000002;1587.3749999999998;1185.4444444444443;1146.0000000000002;1652.5;1329.111111111111;1554.285714285714;1171.8888888888891;2155.625;1038.5
