;ProbandId;ConditionId;Condition;Visual;Tactile;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerCorrect;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Abs;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultLayerDifference_Proz;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberCorrect;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;ResultNumberDifference;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;TrialDurationS;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;LayerChangeCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberCount;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;ShowNumberDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS;CenterDurationMS
39;12;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.942;31.362;31.152;30.944000000000003;36.092;27.579;26.891;29.497000000000003;29.278;36.612;24.414;27.0;30.542;33.938;39.549;28.975;24.046000000000003;22.447000000000003;23.489;26.551;22.658;22.0;16.0;16.0;14.0;14.0;14.0;16.0;16.0;14.0;22.0;14.0;13.0;22.0;19.0;25.0;19.0;17.0;18.0;14.0;16.0;13.0;8.0;8.0;7.0;7.0;9.0;7.0;7.0;8.0;8.0;10.0;8.0;8.0;8.0;10.0;11.0;8.0;8.0;8.0;8.0;8.0;8.0;1278.875;1136.625;1226.4285714285716;1451.142857142857;935.2222222222222;1105.0;1085.5714285714287;958.375;1012.0;878.4000000000001;886.0000000000001;1040.5;985.875;945.0000000000001;894.0909090909091;1013.6250000000002;872.8750000000001;730.2500000000001;735.875;913.2500000000001;813.75;1900.0;1554.0;1870.5714285714287;1690.7142857142858;1764.0;1707.857142857143;1623.0;1553.625;1510.2500000000002;1548.0;1601.2499999999998;1361.0000000000002;1322.375;1367.2;1118.3636363636363;1359.8750000000002;1162.6250000000002;1041.25;1180.625;1265.0000000000002;1126.5
40;13;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.331000000000003;39.362;23.152;22.311;22.833;19.017;40.181;31.469;24.127;23.331000000000003;21.367;18.949;23.014000000000003;22.505000000000003;19.735000000000003;20.442;31.051;40.457;19.847;20.639000000000003;42.342000000000006;12.0;28.0;18.0;14.0;12.0;13.0;26.0;14.0;16.0;16.0;15.0;13.0;14.0;16.0;14.0;13.0;22.0;28.0;13.0;13.0;16.0;8.0;10.0;7.0;8.0;7.0;7.0;12.0;9.0;8.0;8.0;7.0;7.0;7.0;8.0;7.0;6.0;10.0;12.0;6.0;7.0;11.0;787.625;865.7;775.0000000000001;588.875;744.1428571428572;705.0;794.5833333333333;858.1111111111111;835.2499999999999;765.6250000000001;715.8571428571429;817.0;836.7142857142858;825.25;892.2857142857143;906.6666666666667;999.8999999999999;1083.8333333333333;778.6666666666667;899.0000000000001;1003.5454545454547;1759.2500000000002;1700.8;1263.7142857142858;1435.25;1619.1428571428569;1292.2857142857144;1429.9166666666665;1868.4444444444443;1278.25;1526.3749999999998;1073.4285714285716;1111.4285714285713;1852.8571428571431;1562.625;1279.142857142857;1454.1666666666665;1116.9;1604.2500000000002;1332.166666666667;1427.714285714286;1879.4545454545455
41;13;0;No Feedback;0;0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;-4.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.592000000000006;42.681;35.257000000000005;33.814;26.195;27.58;26.309;43.967000000000006;22.211;22.423;48.351000000000006;37.732;30.788;43.133;34.622;34.334;29.852;33.002;40.529;35.973;39.679;14.0;17.0;30.0;19.0;16.0;22.0;17.0;30.0;16.0;18.0;29.0;26.0;20.0;24.0;28.0;21.0;21.0;28.0;30.0;22.0;26.0;8.0;7.0;7.0;8.0;7.0;7.0;7.0;12.0;7.0;7.0;10.0;7.0;7.0;9.0;6.0;9.0;7.0;7.0;8.0;7.0;9.0;1083.0;1333.0;941.4285714285714;508.12499999999994;519.4285714285714;572.1428571428573;699.8571428571429;593.75;440.99999999999994;418.00000000000006;881.6;861.8571428571428;1050.2857142857144;1066.888888888889;516.1666666666666;641.1111111111113;777.8571428571428;650.7142857142858;474.87500000000006;622.8571428571429;643.2222222222223;3306.1249999999995;3258.142857142857;1491.7142857142858;1445.3750000000002;1428.9999999999998;1183.142857142857;1345.8571428571431;1248.0833333333335;1140.7142857142858;1381.4285714285716;1670.1000000000001;1117.142857142857;1559.4285714285713;1703.1111111111113;1079.0;1484.7777777777778;1326.0;1050.5714285714284;1193.3749999999998;1293.142857142857;1318.5555555555557
42;13;1;Tactile Feedback;0;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;33.719;27.430000000000003;57.233;27.275;48.282;36.496;35.831;37.346;33.883;29.762;22.183;33.042;40.690000000000005;31.213;43.664;19.121;28.518;33.942;61.650000000000006;49.745000000000005;54.852;18.0;18.0;24.0;14.0;27.0;18.0;22.0;22.0;14.0;20.0;15.0;18.0;25.0;16.0;24.0;14.0;21.0;27.0;48.0;28.0;36.0;7.0;8.0;11.0;7.0;8.0;8.0;8.0;9.0;8.0;9.0;7.0;7.0;9.0;7.0;11.0;7.0;7.0;7.0;13.0;12.0;12.0;1414.857142857143;978.0;1228.818181818182;1189.4285714285716;1255.5;1147.375;873.5;1136.4444444444446;1345.125;706.5555555555557;585.5714285714287;1070.7142857142858;941.6666666666666;972.0000000000001;561.8181818181818;1211.5714285714287;938.5714285714286;1086.4285714285713;1017.2307692307692;696.4999999999999;1120.75;1351.5714285714287;1303.5;2128.727272727273;1826.1428571428573;1428.75;1780.75;1714.375;1585.0;1863.0;1097.0;997.7142857142859;1144.0000000000002;1226.4444444444443;1929.5714285714287;1826.9999999999998;912.1428571428572;993.8571428571429;1201.5714285714284;1393.5384615384617;2046.5000000000005;1032.4166666666665
43;13;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.277;30.552000000000003;22.74;23.404;25.412000000000003;73.23;27.732000000000003;31.410000000000004;28.447000000000003;37.343;26.73;29.092;22.092;24.303;24.651;49.804;28.025;35.774;19.124;24.464;27.035;16.0;16.0;15.0;16.0;18.0;28.0;17.0;22.0;14.0;14.0;17.0;18.0;13.0;14.0;14.0;27.0;13.0;20.0;12.0;13.0;18.0;8.0;7.0;7.0;6.0;7.0;11.0;7.0;9.0;7.0;10.0;7.0;9.0;7.0;7.0;8.0;13.0;8.0;12.0;7.0;7.0;8.0;1184.4999999999998;1271.1428571428573;584.5714285714286;720.8333333333336;759.1428571428571;1287.2727272727273;1071.5714285714287;904.1111111111112;1109.5714285714287;1017.2999999999998;949.4285714285714;806.3333333333334;851.4285714285716;909.7142857142858;905.5000000000001;876.3076923076923;1092.75;785.8333333333333;788.8571428571429;791.142857142857;697.5;1929.3750000000002;1732.2857142857147;1340.7142857142858;1459.6666666666665;1331.7142857142858;2555.2727272727275;1479.5714285714287;1379.8888888888887;1708.2857142857147;1664.9;1589.285714285714;1895.4444444444446;1310.1428571428573;1356.1428571428576;1581.625;1516.4615384615383;1897.0000000000002;1439.333333333333;1136.4285714285713;1488.0;1425.125
44;14;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31.471000000000004;33.027;29.040000000000003;56.507000000000005;35.804;26.673;21.725;38.736;28.641;27.923;31.417;27.522;37.282;27.637;21.903;26.479000000000003;22.791;24.643;27.019;23.037000000000003;24.44;11.0;16.0;17.0;18.0;14.0;11.0;12.0;17.0;10.0;12.0;11.0;11.0;16.0;14.0;14.0;14.0;11.0;17.0;18.0;10.0;10.0;8.0;8.0;10.0;17.0;9.0;7.0;7.0;10.0;9.0;9.0;9.0;8.0;13.0;9.0;7.0;9.0;7.0;8.0;8.0;8.0;8.0;845.8749999999999;895.1250000000001;731.0;828.0588235294116;975.0000000000001;881.7142857142857;921.5714285714286;1008.3;938.1111111111112;883.0000000000001;889.0000000000001;879.1250000000001;743.3076923076924;757.4444444444445;423.4285714285715;558.6666666666666;923.5714285714286;810.25;809.7500000000001;619.8750000000001;796.7500000000001;1535.0;1766.8750000000002;1501.7;1887.3529411764712;1271.666666666667;1422.8571428571431;1207.0;1415.5000000000002;1412.8888888888891;1415.7777777777778;1982.0000000000002;1613.625;1192.4615384615386;1490.0;1186.0;1356.4444444444446;1118.1428571428573;1338.875;1498.3750000000002;1739.6250000000002;1529.2499999999998
45;14;0;No Feedback;0;0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;-4.0;0.0;0.0;0.0;-11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6.0;0.0;42.027;54.418000000000006;59.385000000000005;36.589000000000006;49.447;32.385000000000005;24.610000000000003;40.837;50.261;35.42;45.543000000000006;30.450000000000003;43.718;24.875;24.598000000000003;51.547;104.928;31.599;30.516;27.236;40.213;20.0;29.0;30.0;13.0;24.0;19.0;12.0;15.0;36.0;18.0;33.0;14.0;19.0;15.0;14.0;32.0;89.0;18.0;20.0;12.0;25.0;11.0;13.0;12.0;9.0;14.0;10.0;8.0;10.0;15.0;10.0;12.0;9.0;13.0;8.0;7.0;9.0;12.0;8.0;9.0;8.0;14.0;465.8181818181818;554.3076923076924;544.3333333333334;590.2222222222223;528.6428571428573;371.7;302.5;652.2;489.3999999999999;597.5;527.1666666666666;258.8888888888889;667.0;392.875;695.7142857142859;380.11111111111114;630.5;433.375;443.1111111111112;549.625;399.07142857142856;1436.6363636363635;1784.692307692308;1850.4166666666667;2163.555555555556;2029.1428571428573;1663.3;1322.5;2114.0000000000005;1418.2666666666669;1350.2;1359.4166666666665;1793.1111111111113;1720.923076923077;1123.5000000000002;1493.7142857142862;1250.4444444444448;1551.8333333333335;1353.25;1258.888888888889;1442.875;1129.2857142857142
46;14;1;Tactile Feedback;0;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;-1.0;0.0;6.0;3.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;-2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;6.0;3.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.8571428571428571;0.42857142857142855;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;-7.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.0;-1.0;0.0;0.0;0.0;0.0;0.0;-100.0;0.0;0.0;0.0;0.0;-2.0;0.0;49.915000000000006;23.5;26.871;31.972;41.435;58.815000000000005;40.319;40.749;52.025000000000006;21.596;26.462000000000003;42.238;75.12;64.001;22.37;30.981;56.07;65.22500000000001;65.411;36.597;48.497;20.0;15.0;13.0;19.0;18.0;43.0;16.0;25.0;22.0;11.0;13.0;15.0;38.0;31.0;15.0;14.0;22.0;27.0;25.0;21.0;31.0;13.0;8.0;7.0;8.0;10.0;12.0;11.0;9.0;14.0;7.0;9.0;13.0;16.0;15.0;6.0;9.0;13.0;18.0;15.0;11.0;11.0;457.69230769230774;235.37500000000003;337.1428571428571;354.0;157.9;401.99999999999994;457.09090909090924;390.8888888888889;374.4285714285714;370.2857142857143;438.6666666666666;330.46153846153845;552.9999999999999;262.7333333333333;354.3333333333333;302.2222222222222;438.3076923076924;556.4444444444445;509.2000000000002;374.0;492.1818181818182;1879.9230769230771;1300.375;1281.5714285714287;1954.625;1669.1000000000004;2047.8333333333333;2156.6363636363635;2167.888888888889;1989.0714285714287;2437.142857142857;1691.6666666666667;1393.5384615384617;1955.0;1623.1333333333332;1487.0;2029.666666666667;2093.4615384615386;1630.388888888889;1614.066666666667;1926.5454545454545;1405.8181818181815
47;14;2;Visual Feedback;1;0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;-4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.865;20.474;61.075;33.409;43.334;46.608;41.435;31.456000000000003;28.847;23.058;39.822;23.892000000000003;32.228;19.965;23.961;29.340000000000003;41.970000000000006;60.06;37.73;33.323;52.092000000000006;11.0;12.0;19.0;16.0;15.0;22.0;18.0;13.0;19.0;16.0;16.0;12.0;15.0;12.0;16.0;20.0;18.0;22.0;12.0;16.0;16.0;9.0;7.0;18.0;11.0;11.0;14.0;12.0;9.0;8.0;8.0;11.0;8.0;10.0;7.0;7.0;9.0;12.0;15.0;12.0;8.0;15.0;746.6666666666666;607.5714285714286;691.9444444444445;737.4545454545455;904.0;1195.071428571429;515.0;736.0;886.8750000000001;611.125;952.1818181818184;764.75;862.7;527.1428571428571;572.5714285714287;879.2222222222222;1024.3333333333333;1038.7333333333333;737.0833333333333;1249.625;853.9999999999999;1764.4444444444446;1190.2857142857144;2778.055555555556;1444.7272727272727;2211.181818181818;1334.4999999999998;2041.1666666666667;1467.3333333333335;1430.875;1265.0000000000002;1295.6363636363637;1721.6250000000002;1218.0;1228.9999999999998;1434.857142857143;1440.9999999999998;1858.25;1888.066666666667;1891.916666666667;1231.6250000000002;2487.2000000000003
48;15;3;Combined Feedback;1;1;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.195;17.923000000000002;19.728;21.685;18.535;31.207;21.858;22.790000000000003;34.85;35.35;23.334000000000003;33.314;28.518;18.789;18.427;17.249000000000002;20.389000000000003;13.588;16.524;17.61;17.368000000000002;27.0;10.0;12.0;11.0;14.0;14.0;16.0;17.0;16.0;30.0;18.0;25.0;20.0;12.0;10.0;13.0;16.0;11.0;11.0;12.0;11.0;14.0;7.0;8.0;8.0;7.0;13.0;8.0;9.0;11.0;11.0;8.0;11.0;10.0;7.0;8.0;7.0;8.0;7.0;8.0;7.0;7.0;951.2857142857143;1015.0000000000001;854.0;923.375;927.8571428571428;943.0769230769231;1015.3749999999999;841.2222222222223;1213.272727272727;1109.363636363636;1045.375;724.1818181818181;1000.8;1086.5714285714284;911.0;970.5714285714287;846.25;806.7142857142857;697.375;883.5714285714287;859.5714285714287;1506.0714285714287;1085.2857142857142;948.625;1070.5;1110.5714285714287;1088.2307692307693;960.8749999999999;917.2222222222223;1322.6363636363637;1222.2727272727275;1325.875;1240.181818181818;1166.4000000000003;1023.7142857142858;1198.3750000000002;1090.142857142857;1069.75;815.857142857143;1009.0000000000001;1345.0000000000002;1174.2857142857144
