;ShowIndex;ShowDate;HideIndex;HideDate;Condition;TrialNumber;Layer;ResultLayer;BlockId;ProbandId;LastLayerChangeDate;LastLayerChangeIndex;Duration_ShowNumber;Duration_FindCenter
6724;1326189;2022-08-09 11:18:27.354;1326191.0;2022-08-09 11:18:27.416;No Feedback;13;4;4;0;10;2022-08-09 11:18:26.397;1326157;0.062000000000000006;0.9570000000000001
6725;1326235;2022-08-09 11:18:28.728;1326238.0;2022-08-09 11:18:28.835;No Feedback;13;4;4;0;10;2022-08-09 11:18:26.397;1326157;0.10700000000000001;2.331
6726;1326264;2022-08-09 11:18:29.600;1326295.0;2022-08-09 11:18:30.551;No Feedback;13;4;4;0;10;2022-08-09 11:18:26.397;1326157;0.9510000000000001;3.2030000000000003
6727;1326339;2022-08-09 11:18:31.857;1326352.0;2022-08-09 11:18:32.253;No Feedback;13;5;4;0;10;2022-08-09 11:18:30.916;1326308;0.396;0.9410000000000001
6728;1326464;2022-08-09 11:18:35.607;1326510.0;2022-08-09 11:18:36.980;No Feedback;13;6;4;0;10;2022-08-09 11:18:33.409;1326391;1.373;2.198
6729;1326713;2022-08-09 11:18:43.074;1326755.0;2022-08-09 11:18:44.342;No Feedback;13;7;4;0;10;2022-08-09 11:18:37.816;1326538;1.268;5.258
6730;1327164;2022-08-09 11:18:56.599;1327172.0;2022-08-09 11:18:56.848;No Feedback;14;2;6;0;10;2022-08-09 11:18:55.679;1327133;0.24900000000000003;0.92
6731;1327259;2022-08-09 11:18:59.473;1327272.0;2022-08-09 11:18:59.864;No Feedback;14;3;6;0;10;2022-08-09 11:18:57.866;1327206;0.391;1.6070000000000002
6732;1327346;2022-08-09 11:19:02.085;1327353.0;2022-08-09 11:19:02.288;No Feedback;14;4;6;0;10;2022-08-09 11:19:01.087;1327313;0.203;0.9980000000000001
6733;1327424;2022-08-09 11:19:04.417;1327428.0;2022-08-09 11:19:04.542;No Feedback;14;5;6;0;10;2022-08-09 11:19:03.397;1327390;0.125;1.02
6734;1327492;2022-08-09 11:19:06.465;1327497.0;2022-08-09 11:19:06.606;No Feedback;14;6;6;0;10;2022-08-09 11:19:05.464;1327459;0.14100000000000001;1.0010000000000001
6735;1327633;2022-08-09 11:19:10.684;1327639.0;2022-08-09 11:19:10.871;No Feedback;14;7;6;0;10;2022-08-09 11:19:08.827;1327571;0.187;1.8570000000000002
6736;1328025;2022-08-09 11:19:22.453;1328046.0;2022-08-09 11:19:23.077;No Feedback;14;6;6;0;10;2022-08-09 11:19:21.048;1327978;0.624;1.405
6737;1328598;2022-08-09 11:19:39.649;1328606.0;2022-08-09 11:19:39.896;No Feedback;15;1;7;0;10;2022-08-09 11:19:38.634;1328564;0.24700000000000003;1.0150000000000001
6738;1328627;2022-08-09 11:19:40.532;1328629.0;2022-08-09 11:19:40.580;No Feedback;15;1;7;0;10;2022-08-09 11:19:38.634;1328564;0.048;1.8980000000000001
6739;1328717;2022-08-09 11:19:43.227;1328760.0;2022-08-09 11:19:44.510;No Feedback;15;2;7;0;10;2022-08-09 11:19:40.905;1328640;1.2830000000000001;2.322
6740;1328845;2022-08-09 11:19:47.058;1328884.0;2022-08-09 11:19:48.226;No Feedback;15;3;7;0;10;2022-08-09 11:19:45.262;1328785;1.1680000000000001;1.796
6741;1329024;2022-08-09 11:19:52.455;1329058.0;2022-08-09 11:19:53.473;No Feedback;15;4;7;0;10;2022-08-09 11:19:49.303;1328920;1.018;3.152
6742;1329114;2022-08-09 11:19:55.156;1329151.0;2022-08-09 11:19:56.263;No Feedback;15;5;7;0;10;2022-08-09 11:19:54.002;1329076;1.107;1.1540000000000001
6743;1329526;2022-08-09 11:20:07.507;1329543.0;2022-08-09 11:20:08.024;No Feedback;15;5;7;0;10;2022-08-09 11:20:06.826;1329503;0.517;0.681
6744;1329746;2022-08-09 11:20:14.128;1329806.0;2022-08-09 11:20:15.914;No Feedback;15;7;7;0;10;2022-08-09 11:20:12.012;1329676;1.786;2.116
6745;1330200;2022-08-09 11:20:27.737;1330207.0;2022-08-09 11:20:27.942;No Feedback;16;1;5;0;10;2022-08-09 11:20:26.802;1330169;0.20500000000000002;0.935
6746;1330265;2022-08-09 11:20:29.683;1330272.0;2022-08-09 11:20:29.887;No Feedback;16;2;5;0;10;2022-08-09 11:20:28.984;1330242;0.20400000000000001;0.6990000000000001
6747;1330328;2022-08-09 11:20:31.575;1330336.0;2022-08-09 11:20:31.810;No Feedback;16;3;5;0;10;2022-08-09 11:20:30.671;1330298;0.23500000000000001;0.904
6748;1330424;2022-08-09 11:20:34.445;1330427.0;2022-08-09 11:20:34.538;No Feedback;16;4;5;0;10;2022-08-09 11:20:33.460;1330391;0.093;0.9850000000000001
6749;1330479;2022-08-09 11:20:36.094;1330484.0;2022-08-09 11:20:36.252;No Feedback;16;4;5;0;10;2022-08-09 11:20:33.460;1330391;0.158;2.6340000000000003
6750;1330582;2022-08-09 11:20:39.200;1330595.0;2022-08-09 11:20:39.576;No Feedback;16;5;5;0;10;2022-08-09 11:20:37.698;1330532;0.376;1.502
6751;1330713;2022-08-09 11:20:43.125;1330726.0;2022-08-09 11:20:43.517;No Feedback;16;6;5;0;10;2022-08-09 11:20:41.658;1330664;0.392;1.467
6752;1330809;2022-08-09 11:20:45.997;1330852.0;2022-08-09 11:20:47.296;No Feedback;16;7;5;0;10;2022-08-09 11:20:44.919;1330773;1.2990000000000002;1.078
6753;1330895;2022-08-09 11:20:48.578;1330897.0;2022-08-09 11:20:48.640;No Feedback;16;6;5;0;10;2022-08-09 11:20:47.654;1330864;0.062000000000000006;0.924
6754;1330952;2022-08-09 11:20:50.298;1330954.0;2022-08-09 11:20:50.347;No Feedback;16;5;5;0;10;2022-08-09 11:20:48.861;1330904;0.049;1.437
6755;1331009;2022-08-09 11:20:52.004;1331018.0;2022-08-09 11:20:52.271;No Feedback;16;5;5;0;10;2022-08-09 11:20:48.861;1330904;0.267;3.1430000000000002
6756;1331564;2022-08-09 11:21:08.649;1331567.0;2022-08-09 11:21:08.744;No Feedback;17;7;7;0;10;2022-08-09 11:21:07.694;1331532;0.095;0.9550000000000001
6757;1331781;2022-08-09 11:21:15.169;1331787.0;2022-08-09 11:21:15.356;No Feedback;17;5;7;0;10;2022-08-09 11:21:14.154;1331747;0.187;1.0150000000000001
6758;1332050;2022-08-09 11:21:23.246;1332054.0;2022-08-09 11:21:23.353;No Feedback;17;1;7;0;10;2022-08-09 11:21:22.372;1332021;0.10700000000000001;0.874
6759;1332109;2022-08-09 11:21:25.008;1332110.0;2022-08-09 11:21:25.039;No Feedback;17;1;7;0;10;2022-08-09 11:21:24.169;1332081;0.031000000000000003;0.8390000000000001
6760;1332172;2022-08-09 11:21:26.897;1332188.0;2022-08-09 11:21:27.381;No Feedback;17;2;7;0;10;2022-08-09 11:21:26.086;1332145;0.48400000000000004;0.811
6761;1332391;2022-08-09 11:21:33.474;1332392.0;2022-08-09 11:21:33.505;No Feedback;17;2;7;0;10;2022-08-09 11:21:32.696;1332365;0.031000000000000003;0.778
6762;1332428;2022-08-09 11:21:34.582;1332437.0;2022-08-09 11:21:34.847;No Feedback;17;3;7;0;10;2022-08-09 11:21:33.708;1332399;0.265;0.874
6763;1332684;2022-08-09 11:21:42.267;1332703.0;2022-08-09 11:21:42.844;No Feedback;17;4;7;0;10;2022-08-09 11:21:41.250;1332650;0.5770000000000001;1.0170000000000001
6764;1332767;2022-08-09 11:21:44.762;1332775.0;2022-08-09 11:21:44.997;No Feedback;17;5;7;0;10;2022-08-09 11:21:43.843;1332736;0.23500000000000001;0.919
6765;1332979;2022-08-09 11:21:51.167;1333052.0;2022-08-09 11:21:53.336;No Feedback;17;7;7;0;10;2022-08-09 11:21:48.347;1332886;2.169;2.8200000000000003
6766;1333345;2022-08-09 11:22:02.131;1333346.0;2022-08-09 11:22:02.163;No Feedback;17;6;7;0;10;2022-08-09 11:22:01.223;1333315;0.032;0.908
6767;1334254;2022-08-09 11:22:29.402;1334265.0;2022-08-09 11:22:29.730;No Feedback;18;1;2;0;10;2022-08-09 11:22:28.462;1334223;0.328;0.9400000000000001
6768;1334342;2022-08-09 11:22:32.038;1334444.0;2022-08-09 11:22:35.106;No Feedback;18;2;2;0;10;2022-08-09 11:22:30.838;1334302;3.068;1.2000000000000002
6769;1334490;2022-08-09 11:22:36.479;1334517.0;2022-08-09 11:22:37.294;No Feedback;18;3;2;0;10;2022-08-09 11:22:35.373;1334453;0.8150000000000001;1.106
6770;1334567;2022-08-09 11:22:38.800;1334599.0;2022-08-09 11:22:39.761;No Feedback;18;4;2;0;10;2022-08-09 11:22:37.840;1334535;0.9610000000000001;0.9600000000000001
6771;1334673;2022-08-09 11:22:41.981;1334681.0;2022-08-09 11:22:42.216;No Feedback;18;5;2;0;10;2022-08-09 11:22:40.684;1334630;0.23500000000000001;1.2970000000000002
6772;1334758;2022-08-09 11:22:44.527;1334790.0;2022-08-09 11:22:45.490;No Feedback;18;6;2;0;10;2022-08-09 11:22:43.231;1334715;0.9630000000000001;1.296
6773;1334898;2022-08-09 11:22:48.732;1334933.0;2022-08-09 11:22:49.777;No Feedback;18;7;2;0;10;2022-08-09 11:22:46.604;1334827;1.0450000000000002;2.128
6774;1335543;2022-08-09 11:23:08.109;1335589.0;2022-08-09 11:23:09.483;No Feedback;18;2;2;0;10;2022-08-09 11:23:06.306;1335483;1.374;1.8030000000000002
6775;1336556;2022-08-09 11:23:38.516;1336589.0;2022-08-09 11:23:39.514;No Feedback;19;1;6;0;10;2022-08-09 11:23:36.777;1336498;0.9980000000000001;1.739
6776;1336663;2022-08-09 11:23:41.732;1336680.0;2022-08-09 11:23:42.235;No Feedback;19;2;6;0;10;2022-08-09 11:23:40.138;1336610;0.503;1.594
6777;1336864;2022-08-09 11:23:47.767;1336865.0;2022-08-09 11:23:47.797;No Feedback;19;3;6;0;10;2022-08-09 11:23:46.890;1336835;0.030000000000000002;0.877
6778;1337024;2022-08-09 11:23:52.564;1337025.0;2022-08-09 11:23:52.596;No Feedback;19;2;6;0;10;2022-08-09 11:23:51.721;1336996;0.032;0.8430000000000001
6779;1337085;2022-08-09 11:23:54.388;1337112.0;2022-08-09 11:23:55.207;No Feedback;19;3;6;0;10;2022-08-09 11:23:52.798;1337032;0.8190000000000001;1.59
6780;1337327;2022-08-09 11:24:01.652;1337343.0;2022-08-09 11:24:02.138;No Feedback;19;4;6;0;10;2022-08-09 11:24:00.433;1337286;0.48600000000000004;1.219
6781;1337399;2022-08-09 11:24:03.815;1337409.0;2022-08-09 11:24:04.111;No Feedback;19;5;6;0;10;2022-08-09 11:24:02.795;1337365;0.29600000000000004;1.02
6782;1337489;2022-08-09 11:24:06.529;1337503.0;2022-08-09 11:24:06.937;No Feedback;19;6;6;0;10;2022-08-09 11:24:05.235;1337446;0.40800000000000003;1.294
6783;1337581;2022-08-09 11:24:09.277;1337593.0;2022-08-09 11:24:09.634;No Feedback;19;7;6;0;10;2022-08-09 11:24:08.230;1337546;0.35700000000000004;1.0470000000000002
6784;1337879;2022-08-09 11:24:18.221;1337894.0;2022-08-09 11:24:18.665;No Feedback;20;1;1;0;10;2022-08-09 11:24:17.419;1337852;0.444;0.802
6785;1337968;2022-08-09 11:24:20.891;1338000.0;2022-08-09 11:24:21.860;No Feedback;20;2;1;0;10;2022-08-09 11:24:19.810;1337932;0.9690000000000001;1.081
6786;1338074;2022-08-09 11:24:24.078;1338099.0;2022-08-09 11:24:24.830;No Feedback;20;3;1;0;10;2022-08-09 11:24:22.750;1338030;0.752;1.328
6787;1338172;2022-08-09 11:24:27.019;1338198.0;2022-08-09 11:24:27.801;No Feedback;20;4;1;0;10;2022-08-09 11:24:25.391;1338118;0.782;1.6280000000000001
6788;1338259;2022-08-09 11:24:29.625;1338267.0;2022-08-09 11:24:29.860;No Feedback;20;5;1;0;10;2022-08-09 11:24:28.550;1338223;0.23500000000000001;1.0750000000000002
6789;1338353;2022-08-09 11:24:32.446;1338373.0;2022-08-09 11:24:33.053;No Feedback;20;6;1;0;10;2022-08-09 11:24:31.122;1338309;0.607;1.324
6790;1338449;2022-08-09 11:24:35.330;1338481.0;2022-08-09 11:24:36.283;No Feedback;20;7;1;0;10;2022-08-09 11:24:33.894;1338401;0.9530000000000001;1.4360000000000002
6791;1338619;2022-08-09 11:24:40.433;1338630.0;2022-08-09 11:24:40.763;No Feedback;20;1;1;0;10;2022-08-09 11:24:39.435;1338586;0.33;0.9980000000000001
6792;1338678;2022-08-09 11:24:42.197;1338681.0;2022-08-09 11:24:42.291;No Feedback;20;1;1;0;10;2022-08-09 11:24:39.435;1338586;0.094;2.762
6793;1345381;2022-08-09 11:28:03.354;1345384.0;2022-08-09 11:28:03.449;Tactile Feedback;21;1;3;1;10;2022-08-09 11:28:02.512;1345353;0.095;0.8420000000000001
6794;1345507;2022-08-09 11:28:07.134;1345520.0;2022-08-09 11:28:07.525;Tactile Feedback;21;1;3;1;10;2022-08-09 11:28:06.262;1345478;0.391;0.8720000000000001
6795;1345686;2022-08-09 11:28:12.505;1345689.0;2022-08-09 11:28:12.598;Tactile Feedback;21;2;3;1;10;2022-08-09 11:28:11.550;1345654;0.093;0.9550000000000001
6796;1345737;2022-08-09 11:28:14.027;1345768.0;2022-08-09 11:28:14.960;Tactile Feedback;21;2;3;1;10;2022-08-09 11:28:11.550;1345654;0.933;2.4770000000000003
6797;1345816;2022-08-09 11:28:16.403;1345861.0;2022-08-09 11:28:17.745;Tactile Feedback;21;3;3;1;10;2022-08-09 11:28:15.557;1345788;1.342;0.8460000000000001
6798;1345949;2022-08-09 11:28:20.399;1345992.0;2022-08-09 11:28:21.681;Tactile Feedback;21;4;3;1;10;2022-08-09 11:28:18.295;1345879;1.282;2.104
6799;1346067;2022-08-09 11:28:23.935;1346102.0;2022-08-09 11:28:24.988;Tactile Feedback;21;5;3;1;10;2022-08-09 11:28:22.167;1346008;1.0530000000000002;1.768
6800;1346179;2022-08-09 11:28:27.289;1346214.0;2022-08-09 11:28:28.339;Tactile Feedback;21;6;3;1;10;2022-08-09 11:28:25.432;1346117;1.05;1.8570000000000002
6801;1346293;2022-08-09 11:28:30.720;1346308.0;2022-08-09 11:28:31.162;Tactile Feedback;21;7;3;1;10;2022-08-09 11:28:29.251;1346244;0.442;1.469
6802;1346882;2022-08-09 11:28:48.377;1346883.0;2022-08-09 11:28:48.409;Tactile Feedback;22;1;1;1;10;2022-08-09 11:28:47.541;1346854;0.032;0.8360000000000001
6803;1346927;2022-08-09 11:28:49.729;1346965.0;2022-08-09 11:28:50.868;Tactile Feedback;22;1;1;1;10;2022-08-09 11:28:47.541;1346854;1.139;2.188
6804;1347015;2022-08-09 11:28:52.372;1347032.0;2022-08-09 11:28:52.889;Tactile Feedback;22;2;1;1;10;2022-08-09 11:28:51.185;1346975;0.517;1.187
6805;1347145;2022-08-09 11:28:56.269;1347183.0;2022-08-09 11:28:57.417;Tactile Feedback;22;3;1;1;10;2022-08-09 11:28:54.288;1347079;1.1480000000000001;1.981
6806;1347350;2022-08-09 11:29:02.422;1347395.0;2022-08-09 11:29:03.785;Tactile Feedback;22;4;1;1;10;2022-08-09 11:28:58.709;1347226;1.363;3.713
6807;1347460;2022-08-09 11:29:05.735;1347476.0;2022-08-09 11:29:06.205;Tactile Feedback;22;5;1;1;10;2022-08-09 11:29:04.147;1347407;0.47000000000000003;1.588
6808;1347546;2022-08-09 11:29:08.310;1347582.0;2022-08-09 11:29:09.394;Tactile Feedback;22;6;1;1;10;2022-08-09 11:29:07.022;1347503;1.084;1.288
6809;1347657;2022-08-09 11:29:11.635;1347671.0;2022-08-09 11:29:12.054;Tactile Feedback;22;7;1;1;10;2022-08-09 11:29:09.933;1347600;0.41900000000000004;1.7020000000000002
6810;1348116;2022-08-09 11:29:25.423;1348145.0;2022-08-09 11:29:26.285;Tactile Feedback;22;1;1;1;10;2022-08-09 11:29:23.343;1348047;0.8620000000000001;2.08
6811;1348425;2022-08-09 11:29:34.692;1348435.0;2022-08-09 11:29:34.988;Tactile Feedback;23;2;6;1;10;2022-08-09 11:29:33.159;1348374;0.29600000000000004;1.5330000000000001
6812;1348620;2022-08-09 11:29:40.536;1348631.0;2022-08-09 11:29:40.867;Tactile Feedback;23;1;6;1;10;2022-08-09 11:29:38.709;1348559;0.331;1.8270000000000002
6813;1348714;2022-08-09 11:29:43.354;1348738.0;2022-08-09 11:29:44.076;Tactile Feedback;23;2;6;1;10;2022-08-09 11:29:42.036;1348670;0.7220000000000001;1.318
6814;1348794;2022-08-09 11:29:45.753;1348819.0;2022-08-09 11:29:46.501;Tactile Feedback;23;3;6;1;10;2022-08-09 11:29:44.559;1348754;0.748;1.1940000000000002
6815;1348887;2022-08-09 11:29:48.547;1348914.0;2022-08-09 11:29:49.356;Tactile Feedback;23;4;6;1;10;2022-08-09 11:29:47.208;1348842;0.809;1.3390000000000002
6816;1348990;2022-08-09 11:29:51.637;1349020.0;2022-08-09 11:29:52.542;Tactile Feedback;23;5;6;1;10;2022-08-09 11:29:50.074;1348938;0.905;1.5630000000000002
6817;1349083;2022-08-09 11:29:54.437;1349152.0;2022-08-09 11:29:56.512;Tactile Feedback;23;6;6;1;10;2022-08-09 11:29:53.087;1349038;2.075;1.35
6818;1349205;2022-08-09 11:29:58.100;1349237.0;2022-08-09 11:29:59.062;Tactile Feedback;23;7;6;1;10;2022-08-09 11:29:56.984;1349168;0.9620000000000001;1.116
6819;1349676;2022-08-09 11:30:12.246;1349711.0;2022-08-09 11:30:13.291;Tactile Feedback;24;1;6;1;10;2022-08-09 11:30:11.260;1349643;1.0450000000000002;0.9860000000000001
6820;1349833;2022-08-09 11:30:16.971;1349865.0;2022-08-09 11:30:17.915;Tactile Feedback;24;2;6;1;10;2022-08-09 11:30:13.720;1349725;0.9440000000000001;3.2510000000000003
6821;1349905;2022-08-09 11:30:19.119;1349933.0;2022-08-09 11:30:19.949;Tactile Feedback;24;3;6;1;10;2022-08-09 11:30:18.214;1349875;0.8300000000000001;0.905
6822;1350002;2022-08-09 11:30:22.032;1350021.0;2022-08-09 11:30:22.591;Tactile Feedback;24;4;6;1;10;2022-08-09 11:30:20.473;1349950;0.559;1.5590000000000002
6823;1350118;2022-08-09 11:30:25.508;1350151.0;2022-08-09 11:30:26.503;Tactile Feedback;24;5;6;1;10;2022-08-09 11:30:23.649;1350056;0.9950000000000001;1.8590000000000002
6824;1350235;2022-08-09 11:30:29.016;1350251.0;2022-08-09 11:30:29.501;Tactile Feedback;24;6;6;1;10;2022-08-09 11:30:27.071;1350170;0.48500000000000004;1.945
6825;1350340;2022-08-09 11:30:32.157;1350367.0;2022-08-09 11:30:32.982;Tactile Feedback;24;7;6;1;10;2022-08-09 11:30:30.759;1350293;0.8250000000000001;1.3980000000000001
6826;1350794;2022-08-09 11:30:45.793;1350801.0;2022-08-09 11:30:45.997;Tactile Feedback;25;1;7;1;10;2022-08-09 11:30:44.979;1350767;0.20400000000000001;0.8140000000000001
6827;1350864;2022-08-09 11:30:47.887;1350898.0;2022-08-09 11:30:48.905;Tactile Feedback;25;2;7;1;10;2022-08-09 11:30:46.933;1350832;1.018;0.9540000000000001
6828;1350942;2022-08-09 11:30:50.228;1350947.0;2022-08-09 11:30:50.385;Tactile Feedback;25;3;7;1;10;2022-08-09 11:30:49.420;1350915;0.157;0.808
6829;1351014;2022-08-09 11:30:52.384;1351030.0;2022-08-09 11:30:52.866;Tactile Feedback;25;4;7;1;10;2022-08-09 11:30:51.312;1350978;0.48200000000000004;1.072
6830;1351079;2022-08-09 11:30:54.346;1351108.0;2022-08-09 11:30:55.209;Tactile Feedback;25;5;7;1;10;2022-08-09 11:30:53.555;1351053;0.8630000000000001;0.791
6831;1351202;2022-08-09 11:30:58.025;1351214.0;2022-08-09 11:30:58.385;Tactile Feedback;25;6;7;1;10;2022-08-09 11:30:56.451;1351149;0.36000000000000004;1.574
6832;1351306;2022-08-09 11:31:01.156;1351365.0;2022-08-09 11:31:02.927;Tactile Feedback;25;7;7;1;10;2022-08-09 11:30:59.806;1351261;1.7710000000000001;1.35
6833;1351946;2022-08-09 11:31:20.351;1351964.0;2022-08-09 11:31:20.896;Tactile Feedback;26;1;1;1;10;2022-08-09 11:31:19.481;1351917;0.545;0.8700000000000001
6834;1352047;2022-08-09 11:31:23.378;1352070.0;2022-08-09 11:31:24.064;Tactile Feedback;26;2;1;1;10;2022-08-09 11:31:21.976;1352000;0.686;1.4020000000000001
6835;1352161;2022-08-09 11:31:26.814;1352188.0;2022-08-09 11:31:27.625;Tactile Feedback;26;3;1;1;10;2022-08-09 11:31:24.879;1352097;0.811;1.935
6836;1352368;2022-08-09 11:31:33.025;1352372.0;2022-08-09 11:31:33.132;Tactile Feedback;26;4;1;1;10;2022-08-09 11:31:32.096;1352337;0.10700000000000001;0.929
6837;1352440;2022-08-09 11:31:35.182;1352448.0;2022-08-09 11:31:35.416;Tactile Feedback;26;5;1;1;10;2022-08-09 11:31:34.285;1352410;0.234;0.897
6838;1352507;2022-08-09 11:31:37.192;1352510.0;2022-08-09 11:31:37.287;Tactile Feedback;26;6;1;1;10;2022-08-09 11:31:36.294;1352477;0.095;0.898
6839;1352574;2022-08-09 11:31:39.200;1352595.0;2022-08-09 11:31:39.827;Tactile Feedback;26;7;1;1;10;2022-08-09 11:31:38.162;1352539;0.627;1.038
6840;1352728;2022-08-09 11:31:43.824;1352742.0;2022-08-09 11:31:44.247;Tactile Feedback;26;1;1;1;10;2022-08-09 11:31:42.807;1352694;0.42300000000000004;1.0170000000000001
6841;1353148;2022-08-09 11:31:56.432;1353173.0;2022-08-09 11:31:57.174;Tactile Feedback;27;1;5;1;10;2022-08-09 11:31:55.444;1353115;0.742;0.9880000000000001
6842;1353267;2022-08-09 11:32:00.019;1353300.0;2022-08-09 11:32:01.000;Tactile Feedback;27;2;5;1;10;2022-08-09 11:31:59.227;1353241;0.9810000000000001;0.792
6843;1353472;2022-08-09 11:32:06.172;1353502.0;2022-08-09 11:32:07.065;Tactile Feedback;27;3;5;1;10;2022-08-09 11:32:05.241;1353441;0.893;0.931
6844;1353651;2022-08-09 11:32:11.544;1353685.0;2022-08-09 11:32:12.560;Tactile Feedback;27;4;5;1;10;2022-08-09 11:32:09.682;1353589;1.016;1.862
6845;1353751;2022-08-09 11:32:14.535;1353763.0;2022-08-09 11:32:14.896;Tactile Feedback;27;5;5;1;10;2022-08-09 11:32:13.046;1353701;0.36100000000000004;1.489
6846;1353843;2022-08-09 11:32:17.291;1353874.0;2022-08-09 11:32:18.220;Tactile Feedback;27;6;5;1;10;2022-08-09 11:32:16.377;1353812;0.929;0.914
6847;1353951;2022-08-09 11:32:20.536;1353992.0;2022-08-09 11:32:21.770;Tactile Feedback;27;7;5;1;10;2022-08-09 11:32:18.716;1353890;1.234;1.82
6848;1354584;2022-08-09 11:32:39.529;1354637.0;2022-08-09 11:32:41.117;Tactile Feedback;28;1;6;1;10;2022-08-09 11:32:38.750;1354558;1.588;0.779
6849;1354737;2022-08-09 11:32:44.128;1354777.0;2022-08-09 11:32:45.317;Tactile Feedback;28;2;6;1;10;2022-08-09 11:32:41.669;1354655;1.189;2.459
6850;1354823;2022-08-09 11:32:46.706;1354826.0;2022-08-09 11:32:46.793;Tactile Feedback;28;3;6;1;10;2022-08-09 11:32:45.839;1354794;0.08700000000000001;0.8670000000000001
6851;1354943;2022-08-09 11:32:50.298;1354973.0;2022-08-09 11:32:51.211;Tactile Feedback;28;4;6;1;10;2022-08-09 11:32:47.916;1354863;0.913;2.382
6852;1355038;2022-08-09 11:32:53.154;1355051.0;2022-08-09 11:32:53.542;Tactile Feedback;28;5;6;1;10;2022-08-09 11:32:52.263;1355008;0.388;0.891
6853;1355135;2022-08-09 11:32:56.066;1355165.0;2022-08-09 11:32:56.968;Tactile Feedback;28;6;6;1;10;2022-08-09 11:32:54.752;1355091;0.902;1.314
6854;1355248;2022-08-09 11:32:59.446;1355287.0;2022-08-09 11:33:00.628;Tactile Feedback;28;7;6;1;10;2022-08-09 11:32:57.809;1355193;1.1820000000000002;1.637
6855;1355516;2022-08-09 11:33:07.486;1355544.0;2022-08-09 11:33:08.333;Tactile Feedback;28;4;6;1;10;2022-08-09 11:33:06.566;1355485;0.8470000000000001;0.92
6856;1355963;2022-08-09 11:33:20.915;1355986.0;2022-08-09 11:33:21.611;Tactile Feedback;29;1;7;1;10;2022-08-09 11:33:19.994;1355932;0.6960000000000001;0.921
6857;1356038;2022-08-09 11:33:23.175;1356072.0;2022-08-09 11:33:24.195;Tactile Feedback;29;2;7;1;10;2022-08-09 11:33:22.033;1356000;1.02;1.1420000000000001
6858;1356124;2022-08-09 11:33:25.762;1356125.0;2022-08-09 11:33:25.795;Tactile Feedback;29;3;7;1;10;2022-08-09 11:33:24.730;1356090;0.033;1.032
6859;1356173;2022-08-09 11:33:27.226;1356191.0;2022-08-09 11:33:27.777;Tactile Feedback;29;3;7;1;10;2022-08-09 11:33:24.730;1356090;0.551;2.496
6860;1356298;2022-08-09 11:33:30.978;1356335.0;2022-08-09 11:33:32.090;Tactile Feedback;29;4;7;1;10;2022-08-09 11:33:28.564;1356217;1.112;2.414
6861;1356468;2022-08-09 11:33:36.085;1356498.0;2022-08-09 11:33:36.980;Tactile Feedback;29;5;7;1;10;2022-08-09 11:33:33.093;1356368;0.895;2.992
6862;1356572;2022-08-09 11:33:39.208;1356602.0;2022-08-09 11:33:40.111;Tactile Feedback;29;6;7;1;10;2022-08-09 11:33:37.468;1356514;0.903;1.7400000000000002
6863;1356690;2022-08-09 11:33:42.754;1356738.0;2022-08-09 11:33:44.198;Tactile Feedback;29;7;7;1;10;2022-08-09 11:33:41.409;1356645;1.4440000000000002;1.345
6864;1357030;2022-08-09 11:33:52.951;1357061.0;2022-08-09 11:33:53.891;Tactile Feedback;30;1;5;1;10;2022-08-09 11:33:51.725;1356989;0.9400000000000001;1.226
6865;1357095;2022-08-09 11:33:54.911;1357109.0;2022-08-09 11:33:55.331;Tactile Feedback;30;2;5;1;10;2022-08-09 11:33:54.066;1357067;0.42000000000000004;0.8450000000000001
6866;1357212;2022-08-09 11:33:58.418;1357288.0;2022-08-09 11:34:00.712;Tactile Feedback;30;3;5;1;10;2022-08-09 11:33:56.529;1357149;2.294;1.889
6867;1357454;2022-08-09 11:34:05.685;1357482.0;2022-08-09 11:34:06.522;Tactile Feedback;30;2;5;1;10;2022-08-09 11:34:03.895;1357394;0.8370000000000001;1.79
6868;1357522;2022-08-09 11:34:07.721;1357534.0;2022-08-09 11:34:08.087;Tactile Feedback;30;3;5;1;10;2022-08-09 11:34:06.714;1357488;0.36600000000000005;1.0070000000000001
6869;1357614;2022-08-09 11:34:10.480;1357648.0;2022-08-09 11:34:11.500;Tactile Feedback;30;4;5;1;10;2022-08-09 11:34:08.864;1357560;1.02;1.616
6870;1357718;2022-08-09 11:34:13.610;1357788.0;2022-08-09 11:34:15.711;Tactile Feedback;30;5;5;1;10;2022-08-09 11:34:12.025;1357665;2.101;1.5850000000000002
6871;1357859;2022-08-09 11:34:17.829;1357895.0;2022-08-09 11:34:18.911;Tactile Feedback;30;6;5;1;10;2022-08-09 11:34:16.542;1357816;1.082;1.2870000000000001
6872;1358044;2022-08-09 11:34:23.393;1358074.0;2022-08-09 11:34:24.287;Tactile Feedback;30;7;5;1;10;2022-08-09 11:34:19.732;1357922;0.894;3.661
6873;1358266;2022-08-09 11:34:30.051;1358298.0;2022-08-09 11:34:31.010;Tactile Feedback;30;5;5;1;10;2022-08-09 11:34:29.008;1358231;0.9590000000000001;1.0430000000000001
6874;1358681;2022-08-09 11:34:42.508;1358712.0;2022-08-09 11:34:43.430;Tactile Feedback;31;1;3;1;10;2022-08-09 11:34:41.607;1358651;0.922;0.901
